,limite,cuenta_corriente,escolaridad,estado_civil,edad,valor_factura,valor_pago,moroso,iu,rango_edad
571,69253,Si,3.Pos-graduacion,Casado/a,35,57.5101,57.5101,0,0.0008304347826086956,30-40
572,24088,No,2.Universidad,Soltero/a,29,3699.6157,386.6124,0,0.1535875,20-30
573,18066,Si,2.Universidad,Soltero/a,29,17413.5163,1505.5,0,0.9638833333333333,20-30
574,9033,Si,2.Universidad,Soltero/a,51,7973.128,541.98,0,0.8826666666666666,50+
575,21077,No,3.Pos-graduacion,Soltero/a,27,82.2003,82.2003,0,0.0039,20-30
576,15055,Si,3.Pos-graduacion,Casado/a,34,14548.2487,698.552,0,0.96634,30-40
577,30110,Si,2.Universidad,Casado/a,30,22387.3872,843.08,0,0.7435200000000001,20-30
578,15055,Si,3.Pos-graduacion,Soltero/a,22,2875.2039,413.1092,0,0.19098,20-30
579,30110,Si,3.Pos-graduacion,Soltero/a,48,5404.4439,952.6804,0,0.17949,40-50
580,63231,Si,2.Universidad,Casado/a,35,10765.5294,602.2,0,0.17025714285714286,30-40
581,120440,No,3.Pos-graduacion,Soltero/a,37,3822.4645,3822.4645,0,0.0317375,30-40
582,90330,Si,3.Pos-graduacion,Casado/a,36,7527.8011,515.7843,0,0.08333666666666667,30-40
583,24088,Si,2.Universidad,Soltero/a,23,2064.9438,2064.9438,0,0.085725,20-30
584,6022,Si,1.Colegio,Soltero/a,36,5682.6603,722.64,0,0.9436499999999999,30-40
585,57209,Si,3.Pos-graduacion,Soltero/a,26,9674.0419,526.925,0,0.1691,20-30
586,210770,Si,3.Pos-graduacion,Casado/a,39,30816.0795,1505.5,0,0.14620714285714287,30-40
587,90330,Si,1.Colegio,Casado/a,29,6423.3663,602.2,0,0.07110999999999999,20-30
588,36132,No,1.Colegio,Casado/a,33,20295.6455,903.3,0,0.5617083333333333,30-40
589,84308,Si,2.Universidad,Casado/a,39,68940.7593,6112.33,0,0.817725,30-40
590,21077,No,1.Colegio,Casado/a,51,15471.7224,0.0,1,0.7340571428571429,50+
591,6022,Si,1.Colegio,Soltero/a,24,152.6577,152.6577,0,0.02535,20-30
592,45165,Si,2.Universidad,Casado/a,45,784.3655,784.3655,0,0.017366666666666666,40-50
593,18066,No,3.Pos-graduacion,Soltero/a,30,1239.3276,1239.3276,0,0.06860000000000001,20-30
594,15055,Si,2.Universidad,Soltero/a,24,14477.4902,602.2,0,0.96164,20-30
595,45165,No,2.Universidad,Casado/a,50,17540.5805,1531.0935,0,0.3883666666666667,40-50
596,12044,No,3.Pos-graduacion,Soltero/a,27,3453.9181,602.2,0,0.286775,20-30
597,51187,Si,2.Universidad,Soltero/a,33,2120.3462,2120.3462,0,0.041423529411764706,30-40
598,15055,Si,2.Universidad,Casado/a,24,7940.6092,0.0,1,0.52744,20-30
599,3011,No,2.Universidad,Soltero/a,37,2456.3738,351.3837,0,0.8158,30-40
600,60220,Si,2.Universidad,Casado/a,58,60100.1622,60100.1622,0,0.99801,50+
601,15055,Si,2.Universidad,Casado/a,48,1413.9656,710.596,0,0.09392,40-50
602,96352,No,3.Pos-graduacion,Soltero/a,28,1046.9247,602.2,0,0.010865625,20-30
603,141517,Si,2.Universidad,Casado/a,27,18693.4924,903.6011,0,0.1320936170212766,20-30
604,6022,Si,3.Pos-graduacion,Soltero/a,23,5115.0868,602.2,0,0.8494,20-30
605,24088,Si,2.Universidad,Soltero/a,23,7177.3207,481.76,0,0.2979625,20-30
606,33121,Si,2.Universidad,Casado/a,55,4854.6353,481.76,0,0.14657272727272727,50+
607,126462,No,2.Universidad,Casado/a,34,24022.6613,9033.0,0,0.1899595238095238,30-40
608,24088,Si,2.Universidad,Soltero/a,22,23925.1049,602.2,0,0.9932374999999999,20-30
609,105385,Si,2.Universidad,Casado/a,31,20642.5127,915.0429,0,0.19587714285714286,30-40
610,150550,No,1.Colegio,Casado/a,39,99986.5781,7527.5,0,0.664142,30-40
611,147539,Si,3.Pos-graduacion,Casado/a,38,1426.6118,1426.6118,0,0.00966938775510204,30-40
612,24088,Si,1.Colegio,Casado/a,57,218.5986,0.0,1,0.009075,50+
613,12044,Si,2.Universidad,Soltero/a,23,6445.3466,602.2,0,0.53515,20-30
614,42154,Si,2.Universidad,Soltero/a,23,13291.7584,632.31,0,0.3153142857142857,20-30
615,15055,Si,1.Colegio,Soltero/a,49,2029.7151,602.2,0,0.13482,40-50
616,9033,Si,2.Universidad,Soltero/a,25,7909.5959,401.3663,0,0.8756333333333334,20-30
617,12044,Si,3.Pos-graduacion,Soltero/a,29,8859.8675,1023.74,0,0.735625,20-30
618,30110,Si,1.Colegio,Casado/a,43,15531.3402,662.42,0,0.5158200000000001,40-50
619,78286,No,3.Pos-graduacion,Casado/a,41,859.0383,859.0383,0,0.010973076923076924,40-50
620,9033,Si,1.Colegio,Soltero/a,52,737.695,0.0,1,0.08166666666666668,50+
621,60220,No,3.Pos-graduacion,Soltero/a,32,13416.1127,523.6129,0,0.22278499999999998,30-40
622,9033,Si,2.Universidad,Casado/a,46,8693.9614,446.8324,0,0.9624666666666667,40-50
623,42154,Si,2.Universidad,Casado/a,39,27200.4707,903.3,0,0.6452642857142857,30-40
624,24088,Si,1.Colegio,Casado/a,40,11165.3902,602.2,0,0.463525,30-40
625,150550,Si,1.Colegio,Casado/a,38,2514.4861,2514.4861,0,0.016702,30-40
626,54198,No,3.Pos-graduacion,Casado/a,45,996.641,996.641,0,0.01838888888888889,40-50
627,45165,No,3.Pos-graduacion,Soltero/a,33,15133.8882,1806.6,0,0.33508,30-40
628,84308,Si,2.Universidad,Soltero/a,27,1557.8914,1557.8914,0,0.018478571428571428,20-30
629,15055,Si,2.Universidad,Casado/a,43,7401.038,541.98,0,0.4916,40-50
630,6022,Si,2.Universidad,Casado/a,43,4919.974,391.43,0,0.8170000000000001,40-50
631,69253,Si,3.Pos-graduacion,Soltero/a,38,68443.3421,2634.625,0,0.9883086956521738,30-40
632,15055,No,1.Colegio,Soltero/a,57,14589.8005,598.5868,0,0.9691,50+
633,21077,Si,2.Universidad,Soltero/a,23,15598.1844,903.3,0,0.7400571428571429,20-30
634,93341,No,3.Pos-graduacion,Soltero/a,30,496.2128,391.43,0,0.0053161290322580644,20-30
635,54198,Si,2.Universidad,Casado/a,30,4057.6236,4057.6236,0,0.07486666666666666,20-30
636,27099,Si,2.Universidad,Soltero/a,24,6856.3481,437.7994,0,0.25301111111111113,20-30
637,117429,No,2.Universidad,Soltero/a,28,42091.9734,2422.6506,0,0.35844615384615386,20-30
638,45165,Si,1.Colegio,Casado/a,34,101.4707,101.4707,0,0.0022466666666666663,30-40
639,120440,No,2.Universidad,Soltero/a,37,4536.3726,909.0209,0,0.037665,30-40
640,24088,Si,2.Universidad,Casado/a,32,7736.7645,379.0849,0,0.3211875,30-40
641,96352,No,3.Pos-graduacion,Soltero/a,27,60088.4193,1821.0528,0,0.623634375,20-30
642,60220,No,3.Pos-graduacion,Soltero/a,31,30.11,30.11,0,0.0005,30-40
643,51187,Si,3.Pos-graduacion,Soltero/a,28,40316.3867,1686.16,0,0.7876294117647059,20-30
644,60220,No,3.Pos-graduacion,Casado/a,36,3461.4456,3461.4456,0,0.05748,30-40
645,66242,No,2.Universidad,Soltero/a,25,46939.3823,3011.0,0,0.7086045454545454,20-30
646,24088,Si,2.Universidad,Soltero/a,40,17655.6007,662.42,0,0.7329625,30-40
647,15055,No,3.Pos-graduacion,Soltero/a,30,1551.2672,692.53,0,0.10304,20-30
648,36132,Si,2.Universidad,Soltero/a,26,3733.3389,451.65,0,0.103325,20-30
649,15055,No,3.Pos-graduacion,Soltero/a,27,2973.6636,903.3,0,0.19752,20-30
650,108396,Si,3.Pos-graduacion,Soltero/a,27,8267.0016,8267.0016,0,0.07626666666666666,20-30
651,150550,No,3.Pos-graduacion,Soltero/a,32,116799.701,7532.3176,0,0.77582,30-40
652,42154,Si,1.Colegio,Casado/a,46,21068.5692,903.3,0,0.4998,40-50
653,9033,No,1.Colegio,Casado/a,45,7239.9495,2378.69,0,0.8015,40-50
654,21077,No,1.Colegio,Casado/a,30,6205.9721,407.0872,0,0.2944428571428571,20-30
655,105385,No,3.Pos-graduacion,Casado/a,48,14446.1758,628.3957,0,0.13708,40-50
656,27099,Si,3.Pos-graduacion,Soltero/a,23,7530.8121,1806.6,0,0.2779,20-30
657,15055,Si,3.Pos-graduacion,Soltero/a,24,8521.13,541.98,0,0.566,20-30
658,33121,No,3.Pos-graduacion,Casado/a,40,3934.1726,1499.478,0,0.11878181818181818,30-40
659,6022,Si,3.Pos-graduacion,Soltero/a,24,239.6756,239.6756,0,0.0398,20-30
660,9033,Si,2.Universidad,Soltero/a,24,8554.8532,532.0437,0,0.9470666666666666,20-30
661,54198,No,3.Pos-graduacion,Soltero/a,27,4422.5568,1053.85,0,0.0816,20-30
662,6022,No,2.Universidad,Casado/a,46,2037.5437,337.8342,0,0.33835,40-50
663,54198,Si,3.Pos-graduacion,Soltero/a,36,6382.4167,6382.4167,0,0.11776111111111111,30-40
664,60220,No,3.Pos-graduacion,Casado/a,34,1206.2066,1206.2066,0,0.02003,30-40
665,78286,Si,2.Universidad,Soltero/a,24,18182.2246,752.75,0,0.23225384615384617,20-30
666,96352,No,3.Pos-graduacion,Casado/a,60,1043.3115,1043.3115,0,0.010828125000000001,50+
667,9033,No,2.Universidad,Soltero/a,32,2729.4715,451.65,0,0.3021666666666667,30-40
668,15055,Si,2.Universidad,Casado/a,36,5312.9095,395.6454,0,0.3529,30-40
669,15055,No,2.Universidad,Soltero/a,30,1955.6445,602.2,0,0.12990000000000002,20-30
670,27099,Si,2.Universidad,Soltero/a,29,15682.4924,3011.0,0,0.5787111111111111,20-30
671,72264,No,3.Pos-graduacion,Soltero/a,34,1800.2769,0.0,1,0.0249125,30-40
672,54198,Si,2.Universidad,Casado/a,32,4519.2099,0.0,1,0.08338333333333334,30-40
673,60220,Si,2.Universidad,Casado/a,32,3068.209,3068.209,0,0.050949999999999995,30-40
674,15055,Si,3.Pos-graduacion,Soltero/a,25,10426.7919,572.09,0,0.69258,20-30
675,15055,No,2.Universidad,Casado/a,44,379.6871,379.6871,0,0.02522,40-50
676,24088,Si,2.Universidad,Soltero/a,24,361.32,0.0,1,0.015,20-30
677,15055,Si,2.Universidad,Soltero/a,23,1187.5384,1187.5384,0,0.07887999999999999,20-30
678,108396,Si,3.Pos-graduacion,Soltero/a,29,2461.1914,301.1,0,0.02270555555555556,20-30
679,72264,Si,2.Universidad,Casado/a,37,65356.1638,2448.2441,0,0.9044083333333334,30-40
680,15055,No,2.Universidad,Casado/a,59,14597.0269,653.0859,0,0.96958,50+
681,141517,No,2.Universidad,Soltero/a,33,54561.4277,12047.6132,0,0.3855468085106383,30-40
682,48176,Si,1.Colegio,Casado/a,51,301.1,0.0,1,0.00625,50+
683,9033,No,3.Pos-graduacion,Casado/a,27,4060.0324,605.5121,0,0.4494666666666667,20-30
684,150550,Si,1.Colegio,Soltero/a,42,7872.5606,7872.5606,0,0.052292,40-50
685,54198,No,2.Universidad,Soltero/a,39,849.7042,849.7042,0,0.015677777777777777,30-40
686,33121,Si,2.Universidad,Casado/a,46,647.6661,647.6661,0,0.019554545454545456,40-50
687,48176,No,3.Pos-graduacion,Casado/a,41,3378.9442,3378.9442,0,0.07013749999999999,40-50
688,63231,Si,2.Universidad,Soltero/a,30,6315.2714,398.9575,0,0.09987619047619047,20-30
689,60220,Si,3.Pos-graduacion,Casado/a,34,2024.2953,337.232,0,0.033615,30-40
690,105385,No,3.Pos-graduacion,Soltero/a,35,10153.092,10153.092,0,0.09634285714285715,30-40
691,9033,No,2.Universidad,Soltero/a,47,119.2356,119.2356,0,0.0132,40-50
692,60220,No,2.Universidad,Soltero/a,31,10803.1669,903.3,0,0.179395,30-40
693,9033,No,2.Universidad,Soltero/a,30,8633.1392,481.76,0,0.9557333333333333,20-30
694,15055,No,2.Universidad,Soltero/a,24,3664.6881,911.4297,0,0.24342,20-30
695,150550,No,3.Pos-graduacion,Casado/a,36,88198.212,6024.1077,0,0.58584,30-40
696,66242,Si,3.Pos-graduacion,Casado/a,36,1235.1122,1235.1122,0,0.018645454545454545,30-40
697,54198,Si,2.Universidad,Casado/a,32,9234.737,602.2,0,0.17038888888888887,30-40
698,90330,No,3.Pos-graduacion,Casado/a,42,18618.2174,6316.7769,0,0.20611333333333334,40-50
699,54198,Si,1.Colegio,Casado/a,39,3820.6579,815.981,0,0.07049444444444444,30-40
700,42154,No,2.Universidad,Casado/a,30,38335.7509,1505.5,0,0.9094214285714286,20-30
701,6022,No,2.Universidad,Soltero/a,25,2271.1973,602.2,0,0.37715,20-30
702,54198,No,2.Universidad,Soltero/a,26,1992.9809,339.0386,0,0.03677222222222222,20-30
703,45165,Si,1.Colegio,Casado/a,54,43729.0541,1656.05,0,0.9682066666666667,50+
704,21077,Si,3.Pos-graduacion,Soltero/a,24,19646.1728,903.3,0,0.9321142857142857,20-30
705,150550,No,3.Pos-graduacion,Soltero/a,36,24468.5904,24468.5904,0,0.162528,30-40
706,18066,No,1.Colegio,Casado/a,49,12509.1995,903.3,0,0.6924166666666667,40-50
707,78286,Si,2.Universidad,Casado/a,33,40827.0523,1826.7737,0,0.5215115384615385,30-40
708,108396,Si,2.Universidad,Soltero/a,25,87526.759,3249.4712,0,0.8074722222222223,20-30
709,78286,Si,3.Pos-graduacion,Casado/a,44,257.7416,0.0,1,0.0032923076923076925,40-50
710,24088,Si,2.Universidad,Soltero/a,27,17659.2139,662.42,0,0.7331125,20-30
711,108396,Si,3.Pos-graduacion,Soltero/a,25,51014.1686,2108.9044,0,0.47062777777777776,20-30
712,42154,No,3.Pos-graduacion,Casado/a,45,12284.5789,481.76,0,0.2914214285714286,40-50
713,36132,No,2.Universidad,Soltero/a,25,33156.8309,0.0,1,0.9176583333333334,20-30
714,30110,No,2.Universidad,Casado/a,29,28863.446,999.652,0,0.9586,20-30
715,60220,Si,2.Universidad,Casado/a,28,26132.469,1505.5,0,0.43395,20-30
716,45165,Si,1.Colegio,Soltero/a,30,2909.8304,2909.8304,0,0.06442666666666666,20-30
717,42154,No,3.Pos-graduacion,Soltero/a,29,1550.665,609.4264,0,0.03678571428571428,20-30
718,51187,Si,2.Universidad,Casado/a,37,50934.9793,2017.37,0,0.9950764705882352,30-40
719,9033,No,2.Universidad,Soltero/a,34,7416.9963,1656.05,0,0.8210999999999999,30-40
720,84308,No,3.Pos-graduacion,Soltero/a,31,51356.8204,2659.6163,0,0.6091571428571428,30-40
721,123451,Si,3.Pos-graduacion,Casado/a,31,614.5451,614.5451,0,0.004978048780487805,30-40
722,135495,No,3.Pos-graduacion,Soltero/a,38,16051.9421,9130.2553,0,0.11846888888888889,30-40
723,24088,No,2.Universidad,Soltero/a,36,15709.5914,602.2,0,0.652175,30-40
724,108396,No,3.Pos-graduacion,Casado/a,46,22956.7673,3048.6375,0,0.21178611111111112,40-50
725,39143,Si,3.Pos-graduacion,Casado/a,36,32238.777,1505.5,0,0.8236153846153845,30-40
726,42154,Si,1.Colegio,Soltero/a,57,40372.3913,2030.3173,0,0.9577357142857144,50+
727,45165,Si,2.Universidad,Soltero/a,25,38034.0487,1505.5,0,0.8421133333333333,20-30
728,63231,Si,1.Colegio,Casado/a,37,32854.5265,1505.5,0,0.5195952380952381,30-40
729,60220,Si,3.Pos-graduacion,Casado/a,35,3303.3681,367.0409,0,0.054855,30-40
730,93341,No,2.Universidad,Soltero/a,33,1218.8528,1218.8528,0,0.013058064516129031,30-40
731,54198,No,3.Pos-graduacion,Casado/a,38,45233.3497,2109.2055,0,0.8345944444444444,30-40
732,90330,No,2.Universidad,Soltero/a,31,10741.4414,481.76,0,0.11891333333333333,30-40
733,135495,Si,3.Pos-graduacion,Soltero/a,41,22607.4913,22607.4913,0,0.16685111111111112,40-50
734,60220,No,3.Pos-graduacion,Soltero/a,33,1043.3115,1043.3115,0,0.017325,30-40
735,120440,Si,3.Pos-graduacion,Casado/a,40,1171.5801,1171.5801,0,0.0097275,30-40
736,51187,No,3.Pos-graduacion,Soltero/a,33,331.21,331.21,0,0.006470588235294117,30-40
737,42154,Si,3.Pos-graduacion,Soltero/a,31,98.1586,0.0,1,0.0023285714285714285,30-40
738,60220,Si,2.Universidad,Soltero/a,35,19741.6215,903.3,0,0.32782500000000003,30-40
739,18066,No,2.Universidad,Soltero/a,27,12760.9191,0.0,1,0.7063499999999999,20-30
740,45165,No,3.Pos-graduacion,Soltero/a,23,25104.5136,23490.6176,0,0.55584,20-30
741,54198,No,1.Colegio,Casado/a,54,41328.986,1455.5174,0,0.7625555555555555,50+
742,15055,Si,1.Colegio,Soltero/a,23,10057.6433,602.2,0,0.66806,20-30
743,69253,Si,2.Universidad,Soltero/a,52,1187.2373,1187.2373,0,0.017143478260869566,50+
744,33121,Si,2.Universidad,Casado/a,42,15932.4054,631.1056,0,0.48103636363636365,40-50
745,9033,Si,3.Pos-graduacion,Soltero/a,23,7471.7965,752.75,0,0.8271666666666667,20-30
746,66242,No,1.Colegio,Casado/a,30,51365.2512,3011.0,0,0.7754181818181818,20-30
747,42154,Si,1.Colegio,Soltero/a,24,13772.0129,1150.5031,0,0.32670714285714286,20-30
748,30110,No,2.Universidad,Casado/a,49,9305.7966,605.5121,0,0.30906,40-50
749,33121,No,2.Universidad,Soltero/a,31,84.0069,0.0,1,0.0025363636363636365,30-40
750,81297,Si,1.Colegio,Soltero/a,33,3011.0,3011.0,0,0.037037037037037035,30-40
751,9033,No,3.Pos-graduacion,Casado/a,42,5144.2935,459.1775,0,0.5695,40-50
752,6022,No,2.Universidad,Soltero/a,23,5012.7128,451.65,0,0.8324,20-30
753,57209,Si,3.Pos-graduacion,Soltero/a,33,32560.0507,0.0,1,0.5691421052631579,30-40
754,6022,Si,2.Universidad,Casado/a,29,4213.8945,602.2,0,0.6997500000000001,20-30
755,24088,Si,1.Colegio,Casado/a,67,5686.2735,1806.6,0,0.2360625,50+
756,18066,Si,1.Colegio,Casado/a,34,3390.6871,451.65,0,0.18768333333333334,30-40
757,15055,No,2.Universidad,Casado/a,49,2636.1305,453.7577,0,0.1751,40-50
758,90330,No,3.Pos-graduacion,Casado/a,42,26983.9798,1273.3519,0,0.2987266666666667,40-50
759,81297,Si,2.Universidad,Casado/a,25,72113.1489,71994.2144,0,0.8870333333333333,20-30
760,30110,No,1.Colegio,Soltero/a,30,21771.9388,1256.1892,0,0.72308,20-30
761,72264,No,2.Universidad,Soltero/a,43,87.6201,87.6201,0,0.0012124999999999998,40-50
762,60220,No,3.Pos-graduacion,Soltero/a,40,228.836,228.836,0,0.0038000000000000004,30-40
763,33121,Si,3.Pos-graduacion,Soltero/a,35,10943.1784,1354.95,0,0.3304,30-40
764,69253,No,3.Pos-graduacion,Casado/a,61,1113.7689,1113.7689,0,0.016082608695652173,50+
765,45165,Si,2.Universidad,Casado/a,44,1536.8144,1536.8144,0,0.03402666666666666,40-50
766,105385,No,3.Pos-graduacion,Soltero/a,33,2437.4045,2437.4045,0,0.02312857142857143,30-40
767,45165,Si,2.Universidad,Soltero/a,40,1172.4834,1172.4834,0,0.02596,30-40
768,30110,No,1.Colegio,Soltero/a,47,28643.643,1170.9779,0,0.9513,40-50
769,150550,No,3.Pos-graduacion,Soltero/a,27,60716.2128,2238.3774,0,0.403296,20-30
770,150550,No,3.Pos-graduacion,Soltero/a,35,21080.3121,17692.9371,0,0.140022,30-40
771,54198,Si,1.Colegio,Casado/a,47,95.1476,95.1476,0,0.0017555555555555556,40-50
772,120440,Si,1.Colegio,Casado/a,39,1053.85,1053.85,0,0.008749999999999999,30-40
773,30110,Si,2.Universidad,Soltero/a,29,14922.516,574.4988,0,0.4956,20-30
774,3011,No,2.Universidad,Casado/a,32,2453.3628,0.0,1,0.8148,30-40
775,18066,Si,3.Pos-graduacion,Soltero/a,30,10205.7845,0.0,1,0.5649166666666666,20-30
776,15055,Si,3.Pos-graduacion,Soltero/a,25,14455.2088,602.2,0,0.96016,20-30
777,24088,Si,2.Universidad,Soltero/a,23,17611.0379,645.8595,0,0.7311124999999999,20-30
778,123451,Si,2.Universidad,Casado/a,41,109499.8326,4396.06,0,0.886990243902439,40-50
779,9033,Si,1.Colegio,Casado/a,35,7977.9456,451.65,0,0.8832,30-40
780,93341,Si,3.Pos-graduacion,Soltero/a,28,11329.7908,752.75,0,0.12138064516129032,20-30
781,21077,Si,2.Universidad,Soltero/a,38,7107.7666,420.6367,0,0.33722857142857143,30-40
782,75275,No,3.Pos-graduacion,Soltero/a,31,59765.339,2061.0295,0,0.79396,30-40
783,63231,No,1.Colegio,Casado/a,29,58425.444,0.0,1,0.924,20-30
784,15055,No,2.Universidad,Soltero/a,31,13573.2869,0.0,1,0.9015799999999999,30-40
785,201737,No,3.Pos-graduacion,Soltero/a,29,73230.2299,3011.0,0,0.3629985074626866,20-30
786,39143,No,3.Pos-graduacion,Soltero/a,26,9718.9058,9718.9058,0,0.2482923076923077,20-30
787,33121,No,3.Pos-graduacion,Casado/a,50,11505.031,602.2,0,0.3473636363636364,40-50
788,63231,Si,1.Colegio,Soltero/a,46,1679.8369,3.9143,0,0.026566666666666666,40-50
789,9033,Si,2.Universidad,Soltero/a,24,8128.4956,1042.4082,0,0.8998666666666667,20-30
790,78286,Si,2.Universidad,Casado/a,46,5888.3116,883.4274,0,0.07521538461538461,40-50
791,45165,Si,1.Colegio,Soltero/a,28,690.1212,690.1212,0,0.01528,20-30
792,114418,Si,3.Pos-graduacion,Casado/a,40,16397.0027,14782.2034,0,0.1433078947368421,30-40
793,36132,Si,2.Universidad,Casado/a,47,756.3632,756.3632,0,0.020933333333333335,40-50
794,24088,No,2.Universidad,Casado/a,54,23926.3093,1204.4,0,0.9932875,50+
795,33121,No,2.Universidad,Soltero/a,29,25701.896,1174.29,0,0.776,20-30
796,15055,Si,1.Colegio,Casado/a,44,46.6705,46.6705,0,0.0031,40-50
797,27099,Si,2.Universidad,Casado/a,24,24041.9317,1507.3066,0,0.8871888888888889,20-30
798,33121,No,3.Pos-graduacion,Soltero/a,33,26597.3674,24089.2044,0,0.8030363636363637,30-40
799,15055,No,1.Colegio,Casado/a,54,11947.9491,602.2,0,0.79362,50+
800,45165,Si,2.Universidad,Soltero/a,37,24844.6643,1008.0828,0,0.5500866666666667,30-40
801,6022,No,3.Pos-graduacion,Soltero/a,24,5424.6176,6.022,0,0.9007999999999999,20-30
802,36132,Si,2.Universidad,Casado/a,34,270.3878,270.3878,0,0.007483333333333334,30-40
803,60220,Si,2.Universidad,Soltero/a,40,53083.0267,2408.8,0,0.8814850000000001,30-40
804,15055,No,2.Universidad,Soltero/a,26,14943.2919,774.1281,0,0.99258,20-30
805,60220,Si,2.Universidad,Casado/a,41,5530.3037,417.0235,0,0.091835,40-50
806,30110,Si,2.Universidad,Soltero/a,29,25676.6036,3011.0,0,0.85276,20-30
807,150550,Si,3.Pos-graduacion,Soltero/a,35,4245.51,4245.51,0,0.028200000000000003,30-40
808,108396,Si,2.Universidad,Casado/a,52,722.9411,722.9411,0,0.006669444444444445,50+
809,15055,Si,2.Universidad,Casado/a,36,14791.5375,1415.17,0,0.9825,30-40
810,6022,No,2.Universidad,Soltero/a,28,4732.6898,150.55,0,0.7859,20-30
811,15055,No,2.Universidad,Casado/a,41,6149.6664,512.7733,0,0.40848,40-50
812,39143,Si,1.Colegio,Casado/a,44,33198.0816,1354.95,0,0.8481230769230769,40-50
813,69253,Si,1.Colegio,Soltero/a,47,36690.5405,3011.0,0,0.529804347826087,40-50
814,9033,Si,3.Pos-graduacion,Soltero/a,25,6157.1939,903.3,0,0.6816333333333333,20-30
815,60220,Si,3.Pos-graduacion,Casado/a,39,2100.7747,1127.9206,0,0.034885,30-40
816,30110,Si,2.Universidad,Casado/a,35,28684.2915,1385.06,0,0.95265,30-40
817,72264,No,2.Universidad,Casado/a,32,40932.1362,3131.44,0,0.566425,30-40
818,21077,Si,3.Pos-graduacion,Soltero/a,31,722.64,0.0,1,0.03428571428571429,30-40
819,108396,No,3.Pos-graduacion,Soltero/a,33,18232.5083,0.0,1,0.16820277777777778,30-40
820,15055,No,2.Universidad,Casado/a,52,461.2852,0.0,1,0.030639999999999997,50+
821,63231,Si,2.Universidad,Casado/a,36,177.649,177.649,0,0.0028095238095238095,30-40
822,84308,No,3.Pos-graduacion,Soltero/a,30,56580.6043,301.1,0,0.6711178571428571,20-30
823,54198,Si,2.Universidad,Soltero/a,42,15602.3998,752.75,0,0.2878777777777778,40-50
824,45165,Si,3.Pos-graduacion,Soltero/a,30,1630.7576,301.1,0,0.03610666666666666,20-30
825,6022,No,1.Colegio,Casado/a,47,5762.1507,0.0,1,0.95685,40-50
826,105385,Si,2.Universidad,Casado/a,29,1771.0702,1771.0702,0,0.01680571428571429,20-30
827,39143,Si,3.Pos-graduacion,Soltero/a,23,794.904,794.904,0,0.020307692307692308,20-30
828,69253,Si,2.Universidad,Casado/a,44,504.9447,504.9447,0,0.007291304347826087,40-50
829,63231,Si,2.Universidad,Casado/a,39,10373.1961,4215.4,0,0.16405238095238095,30-40
830,60220,No,3.Pos-graduacion,Soltero/a,52,34197.7336,1661.1687,0,0.5678799999999999,50+
831,15055,Si,1.Colegio,Casado/a,59,10986.5368,604.9099,0,0.72976,50+
832,24088,Si,3.Pos-graduacion,Soltero/a,23,2013.4557,2013.4557,0,0.0835875,20-30
833,9033,Si,1.Colegio,Soltero/a,48,1026.751,602.2,0,0.11366666666666667,40-50
834,42154,Si,3.Pos-graduacion,Soltero/a,28,4099.1754,1445.28,0,0.09724285714285714,20-30
835,24088,No,1.Colegio,Casado/a,62,494.4062,494.4062,0,0.020525,50+
836,66242,Si,1.Colegio,Casado/a,38,1038.795,1038.795,0,0.015681818181818182,30-40
837,54198,Si,3.Pos-graduacion,Soltero/a,32,200.5326,200.5326,0,0.0037,30-40
838,42154,Si,2.Universidad,Casado/a,29,27722.5781,6072.2837,0,0.65765,20-30
839,54198,No,2.Universidad,Soltero/a,25,3868.2317,903.3,0,0.07137222222222223,20-30
840,15055,Si,2.Universidad,Soltero/a,35,4725.4634,511.87,0,0.31388,30-40
841,51187,Si,2.Universidad,Soltero/a,27,23642.372,882.8252,0,0.46188235294117647,20-30
842,15055,No,2.Universidad,Soltero/a,24,6268.2998,451.65,0,0.41636,20-30
843,27099,Si,2.Universidad,Casado/a,55,25194.2414,1205.3033,0,0.929711111111111,50+
844,60220,Si,3.Pos-graduacion,Soltero/a,29,58240.2675,3613.2,0,0.967125,20-30
845,138506,No,3.Pos-graduacion,Soltero/a,29,116042.1334,4844.0968,0,0.8378130434782609,20-30
846,3011,No,2.Universidad,Soltero/a,23,1251.9738,332.4144,0,0.4158,20-30
847,6022,No,2.Universidad,Casado/a,30,853.6185,853.6185,0,0.14175000000000001,20-30
848,15055,Si,2.Universidad,Casado/a,50,555.8306,555.8306,0,0.03692,40-50
849,144528,Si,2.Universidad,Casado/a,38,22913.4089,9033.0,0,0.15853958333333332,30-40
850,54198,Si,3.Pos-graduacion,Soltero/a,24,52551.5852,2408.8,0,0.9696222222222223,20-30
851,72264,Si,3.Pos-graduacion,Soltero/a,29,699.1542,602.2,0,0.009675,20-30
852,75275,No,3.Pos-graduacion,Soltero/a,38,990.9201,990.9201,0,0.013164,30-40
853,81297,Si,2.Universidad,Soltero/a,34,1016.5136,1016.5136,0,0.012503703703703704,30-40
854,60220,No,3.Pos-graduacion,Casado/a,37,3356.6628,3356.6628,0,0.05574,30-40
855,48176,Si,3.Pos-graduacion,Casado/a,39,200.5326,200.5326,0,0.0041625,30-40
856,39143,No,2.Universidad,Casado/a,44,6971.6694,0.0,1,0.1781076923076923,40-50
857,102374,Si,1.Colegio,Soltero/a,44,43697.1375,2107.7,0,0.42683823529411763,40-50
